platform,type,title,director,cast,country,release_year,rating,duration_minutes,num_seasons,genres,keywords,data_quality
Netflix,Movie,The Last Shaman,Raz Degan,James Freeman,"Israel, Italy, Peru, United Kingdom, United States",2016,Teen,83,,"Documentaries, International Movies",last shaman documentaries degan,high
Amazon Prime,Movie,The Last Sharknado: It's About Time,Anthony C. Ferrante,"Tara Reid, Ian Ziering, Cassie Scerbo, Vivica A. Fox, Judah Friedlander",United States,2018,Teen,89,,"Action, Science Fiction",last sharknado about time action science fiction ferrante,high
Hulu,TV Show,The Last Ship,,,United States,2014,Teen,,5,"Action, Drama",last ship action drama,medium
Disney+,Movie,The Last Song,Julie Robinson,"Miley Cyrus, Liam Hemsworth, Bobby Coleman, Nick Searcy, Kelly Preston, Greg Kinnear",United States,2010,PG,109,,"Coming Of Age, Drama, Music",last song coming age drama music robinson,high
Hulu,Movie,The Last Stand,,,United States,2013,Adult,107,,"Action, Adventure",last stand action adventure,medium
Amazon Prime,Movie,The Last Stop,Todd Nilssen,"Liz Arnold, Peter Arnold, Daniel Bennison, Jeff Bloking, Alec Canarri",,2020,Adult,111,,Documentary,last stop documentary nilssen,high
Netflix,Movie,The Last Summer,William Bindley,"K.J. Apa, Maia Mitchell, Tyler Posey, Jacob Latimore, Halston Sage, Wolfgang Novogratz, Sosie Bacon, Jacob Mccarthy, Mario Revolori, Gage Golightly, Audrey Grace Marshall",United States,2019,Teen,110,,"Comedies, Romantic Movies",last summer comedies romantic bindley,high
Netflix,Movie,The Last Thing He Wanted,Dee Rees,"Anne Hathaway, Ben Affleck, Willem Dafoe, Toby Jones, Rosie Perez, Edi Gathegi, Mel Rodriguez, Onata Aprile",United States,2020,Adult,116,,"Dramas, Thrillers",last thing wanted dramas thrillers rees,high
Amazon Prime,Movie,The Last Time,Michael Caleo,"Michael Keaton, Brendan Fraser, Amber Valetta, Daniel Stern",,2006,Adult,97,,Drama,last time drama caleo,high
Amazon Prime,TV Show,The Last Tycoon,,"Matt Bomer, Kelsey Grammer, Lily Collins, Dominique Mcelligott, Enzo Cilenti, Koen De Bouw, Mark O'Brien, Rosemarie Dewitt",,2017,Adult,,1,"Drama, Historical",last tycoon drama historical,high
Amazon Prime,Movie,The Last Victims,Maynard Kraak,"Sean Cameron Michael, Kurt Egelhof, Ashish Gangapersad, Mark Mulder, Marno Van Der Merwe, Jacobus Van Heerden, Grant Swanby, Charlie Bouguenon, Baby Cele, Deon Coetzee, Wilson Dunster",,2019,Adult,125,,"Drama, Suspense",last victims drama suspense kraak,high
Netflix,Movie,The Last Whistle,Rob Smat,"Brad Leland, Jim O'Heir, Deanne Lauvin, Les Miles, Eric Nelsen, Fred Tolliver Jr, Tyler Perez, Sainty Nelsen",United States,2019,PG,88,,"Dramas, Sports Movies",last whistle dramas sports smat,high
Amazon Prime,Movie,The Last Witch,Robin Sheppard,"Katherine Kelly, Anne Reid, James Thornton, Danny Cunningham, Maimie Mccoy",,2013,Adult,43,,"Drama, Horror",last witch drama horror sheppard,high
Amazon Prime,Movie,The Last Witness,Piotr Szkopiak,"Alex Pettyfer, Robert Wieckiewicz, Talulah Riley",,2018,Adult,93,,"Drama, Suspense",last witness drama suspense szkopiak,high
Hulu,Movie,The Last Word,,,United States,2017,Adult,108,,"Comedy, Drama",last word comedy drama,medium
Netflix,TV Show,The Last Word,,"Anke Engelke, Thorsten Merten, Nina Gummich, Johannes Zeiler, Juri Winkler, Gudrun Ritter, Aaron Hilmer, Claudia Geisler-Bading",Germany,2020,Adult,,1,"International Tv Shows, Tv Comedies, Tv Dramas",last word comedies dramas,high
Amazon Prime,TV Show,The Last of Robin Hood,,Kevin Kline,,2018,Teen,,1,Drama,last robin hood drama,high
Disney+,Movie,The Last of the Chupacabras,Jessica Mendez Siqeiros,"Melba Martinez Ph.D, Cici Lau, Seven True-Divine Purnell, William Knight, Amanda Maddock, Ronald Binion",,2021,PG,14,,Fantasy,last chupacabras fantasy siqeiros,high
Netflix,TV Show,The Last of the Schmucks,,"Chico, Ahmed Mekky, Hesham Maged, Bayoumi Fouad, Dina El-Sherbiny",Egypt,2017,Adult,,1,"International Tv Shows, Tv Comedies",last schmucks comedies,high
Netflix,Movie,The Late Bloomer,Kevin Pollak,"Johnny Simmons, Maria Bello, Brittany Snow, Kumail Nanjiani, Beck Bennett, Paul Wesley, Jane Lynch, J.K. Simmons, Lenora Crichlow",United States,2016,Adult,95,,Comedies,late bloomer comedies pollak,high
Amazon Prime,TV Show,The Latino Americans,,Benjamin Bratt,,2013,PG,,1,Special Interest,latino americans special interest,high
Netflix,Movie,The Laundromat,Steven Soderbergh,"Meryl Streep, Gary Oldman, Antonio Banderas, Sharon Stone, James Cromwell, Jeffrey Wright, Melissa Rauch, Jeff Michalski, Jane Morris, Robert Patrick, David Schwimmer",United States,2019,Adult,96,,"Comedies, Dramas",laundromat comedies dramas soderbergh,high
Netflix,Movie,The Laws of Thermodynamics,Mateo Gil,"Vito Sanz, Berta Vázquez, Chino Darín, Vicky Luengo, Andrea Ros, Irene Escolar, Josep Maria Pou, Daniel Sánchez Arévalo",Spain,2018,Adult,101,,"Comedies, International Movies, Romantic Movies",laws thermodynamics comedies romantic gil,high
Amazon Prime,Movie,The Lazarus Effect,David Gelb,"Mark Duplass, Olivia Wilde, Sarah Bolger, Evan Peters, Donald Glover, Ray Wise",,2015,Teen,83,,"Horror, Science Fiction, Suspense",lazarus effect horror science fiction suspense gelb,high
Hulu,TV Show,The League,,,United States,2009,Adult,,7,"Comedy, Sitcom",league comedy sitcom,medium
Netflix,TV Show,The Least Expected Day: Inside the Movistar Team 2019,"José Larraza, Marc Pons",,,2021,Adult,,2,"Docuseries, International Tv Shows, Spanish-Language Tv Shows",least expected day inside movistar team docuseries spanish language pons,high
Netflix,Movie,The Legacy of a Whitetail Deer Hunter,Jody Hill,"Josh Brolin, Danny Mcbride, Montana Jordan, Scoot Mcnairy, Carrie Coon",United States,2018,Teen,83,,"Action & Adventure, Comedies, Dramas",legacy whitetail deer hunter action adventure comedies dramas hill,high
Netflix,Movie,The Legacy of the Bones,Fernando González Molina,"Marta Etura, Carlos Librado ""Nene"", Leonardo Sbaraglia, Francesc Orella, Imanol Arias, Benn Northover, Itziar Aizpuru, Patricia López Arnaiz, Alicia Sánchez, Eduardo Rosa","Germany, Spain",2019,Adult,121,,"International Movies, Thrillers",legacy bones thrillers molina,high
Amazon Prime,Movie,The Legend Of Ben Hall,Matthew Holmes,,,2017,Unrated,140,,"Action, Western",legend ben hall action western holmes,high
Netflix,Movie,The Legend of 420,Peter Spirer,,United States,2017,Adult,87,,Documentaries,legend documentaries spirer,high
Amazon Prime,Movie,The Legend of Bagger Vance,Robert Redford,"Will Smith, Matt Damon, Charlize Theron, Bruce Mcgill, Joel Gretsch",,2000,Teen,127,,"Drama, Fantasy, Sports",legend bagger vance drama fantasy sports redford,high
Hulu,Movie,The Legend of Baron To'a,,,,2020,Unrated,106,,"Action, Comedy",legend baron action comedy,medium
Netflix,Movie,The Legend of Bhagat Singh,Rajkumar Santoshi,"Ajay Devgn, Sushant Singh, D. Santosh, Akhilendra Mishra, Raj Babbar, Farida Jalal, Amrita Rao, Mukesh Tiwari",India,2002,Teen,156,,"Dramas, International Movies",legend bhagat singh dramas santoshi,high
Netflix,TV Show,The Legend of Bruce Lee,,"Danny Chan, Michelle Lang, Ted Duran, Hazen Macintyre, Luoyong Wang, Natalia Dzyublo, Traci Ann Wolfe, Ke Gai, Zhou Zhou, Yu Chenghui",China,2008,Teen,,1,"International Tv Shows, Tv Action & Adventure, Tv Dramas",legend bruce lee action adventure dramas,high
Amazon Prime,Movie,The Legend of Butch and Sundance,Sergio Mimica-Gezzan,"David Clayton Rogers, Ryan Browning, Rachelle Lefevre, Michael Biehn",,2004,Teen,87,,"Action, Drama, Western",legend butch sundance action drama western mimica-gezzan,high
Netflix,Movie,The Legend of Cocaine Island,Theo Love,,United States,2019,Adult,87,,Documentaries,legend cocaine island documentaries love,high
Amazon Prime,Movie,The Legend of Hallowaiian,Sean Patrick O'Reilly,"Vanessa Williams, Noah Schnapp, Mark Hamill, Tia Carrere, Mark Dacascos, Teilor Grubbs, Kiefer O'Reilly",,2018,PG,82,,Kids,legend hallowaiian kids o'reilly,high
Amazon Prime,Movie,The Legend of Halloween Jack,Andrew Jones,"Jo Hart, Aaron Jeffcoate, Lee Bane",,2018,Adult,84,,"Horror, Suspense",legend halloween jack horror suspense jones,high
Netflix,TV Show,The Legend of Korra,,"Janet Varney, David Faustino, P.J. Byrne, J.K. Simmons, Dee Bradley Baker, Seychelle Gabriel, Logan Wells, Jeff Bennett, Kiernan Shipka",United States,2014,Kids,,4,"Kids' Tv, Tv Action & Adventure, Tv Sci-Fi & Fantasy",legend korra kids action adventure sci fantasy,high
Amazon Prime,Movie,The Legend of Lizzie Borden,Paul Wendkos,Elizabeth Montgomery,,1975,Teen,96,,Drama,legend lizzie borden drama wendkos,high
Netflix,Movie,The Legend of Michael Mishra,Manish Jha,"Arshad Warsi, Aditi Rao Hydari, Kayoze Irani, Boman Irani",India,2016,Teen,118,,"Comedies, Dramas, International Movies",legend michael mishra comedies dramas jha,high
Disney+,Movie,The Legend of Mor'du,Brian Larsen,"Julie Walters, Steve Purcell, Callum O'Neill",United States,2012,General,8,,"Animation, Family, Fantasy",legend mor animation family fantasy larsen,high
Amazon Prime,Movie,The Legend of Sarila,Nancy Florence Savard,"Christopher Plummer, Rachelle Lefevre, Dustin Milligan, Tim Rozon, Geneviève Bujold",,2013,General,82,,"Animation, Kids",legend sarila animation kids savard,high
Amazon Prime,Movie,The Legend of Swee' Pea,Benjamin May,"Lloyd Daniels, Avery Johnson, Bobbito Garcia, David Robinson, Jerry Tarkanian",United States,2020,Adult,80,,"Documentary, Sports",legend swee pea documentary sports may,high
Amazon Prime,Movie,The Legend of Valentino,Melville Shavelson,"Franco Nero, Judd Hirsch, Milton Berle, Yvette Mimieux",,1975,Teen,96,,Drama,legend valentino drama shavelson,high
Netflix,TV Show,The Legend of White Snake,,"Yu Menglong, Ju Jingyi, Pei Zitian, Xiao Yan, Nie Zihao, Yu Lang",China,2019,Teen,,1,"International Tv Shows, Romantic Tv Shows, Tv Dramas",legend white snake romantic dramas,high
Amazon Prime,TV Show,The Legend of Xiao Chuo,,"Tiffany Tang, Shawn Dou, Charmaine Sheh, Jing Chao, Kevin Tan, Liu Yi Jun, Amber Lu, Jeffery Ji",,2020,Teen,,1,Drama,legend xiao chuo drama,high
Hulu,TV Show,The Legend of the Blue Sea,,,South Korea,2016,Teen,,1,"Drama, International, Romance",legend blue sea drama romance,medium
Amazon Prime,Movie,The Legend of the Tamworth Two,Metin Huseyin,"Kevin Whately, Darren Boyd, Emma Pierson, Gerard Horan",,2004,Adult,59,,Drama,legend tamworth two drama huseyin,high
Amazon Prime,Movie,The Legend: The Bessie Coleman Story,Gardner Doolittle,,,2018,Teen,108,,Documentary,legend bessie coleman story documentary doolittle,high
Amazon Prime,TV Show,The Legends,,"Lu Bai, Kai Xu, Xu Dai, Yan Xiao, Guanxiang Liu, Lu Mi, Zifeng Li, Hao Xiang, De Yang, Ye Ding",,2019,Adult,,1,"Romance, Science Fiction",legends romance science fiction,high
Amazon Prime,Movie,The Legion,Jose Magan,"Lee Partridge, Mickey Rourke, Bai Ling, Joaquim De Almeida, Vladimir Kulich, Mark Arron",,2020,Adult,96,,"Action, Adventure, Drama",legion action adventure drama magan,high
Amazon Prime,Movie,The Lemonheads,Baeble Music,,,2007,Kids,53,,Music Videos And Concerts,lemonheads music videos concerts,high
Netflix,TV Show,The Letdown,,"Alison Bell, Duncan Fellows, Noni Hazlehurst, Sacha Horler, Leon Ford, Lucy Durack, Leah Vandenberg, Celeste Barber, Xana Tang, Patrick Brammall",Australia,2019,Adult,,2,"International Tv Shows, Tv Comedies, Tv Dramas",letdown comedies dramas,high
Netflix,Movie,The Letter Reader,Sibusiso Khuzwayo,"Bahle Mashinini, Nomalanga Shabane, Andile Gumbi, Nokuthula Mazibuko",South Africa,2019,PG,30,,"Dramas, International Movies",letter reader dramas khuzwayo,high
Netflix,TV Show,The Letter for the King,,"Amir Wilson, Ruby Ashbourne Serkis, Thaddea Graham, Islam Bouakkaz, Jonah Lees, Jack Barton, Nathanael Saleh, Emilie Cocquerel, Gijs Blom, Kemi-Bo Jacobs, David Wenham, Omid Djalili, Peter Ferdinando",United Kingdom,2020,PG,,1,"British Tv Shows, International Tv Shows, Tv Action & Adventure",letter king british action adventure,high
Netflix,TV Show,The Liar,,"Aenie Wong, Janelle Chin, Karena Teo, Goh Wee Ping, Sam Chong",,2013,Teen,,1,"Crime Tv Shows, International Tv Shows, Tv Dramas",liar crime dramas,high
Netflix,TV Show,The Liar and His Lover,,"Lee Hyun-Woo, Joy, Lee Jung-Jin, Lee Seo-Won, Hong Seo-Young, Choi Min-Soo, Lim Ye-Jin, Jang Ki-Yong, Song Kang, Park Ji-Young",South Korea,2017,PG,,1,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows",liar his lover korean romantic,high
Amazon Prime,Movie,The Liberation of L.B. Jones,William Wyler,"Lee J. Cobb, Roscoe Lee Browne, Anthony Zerbe, Lola Falana, Lee Majors, Barbara Hershey, Yaphet Kotto, Dub Taylor, Chill Wills, Ray Teal",,1970,Adult,103,,"Drama, Romance, Suspense",liberation jones drama romance suspense wyler,high
Netflix,TV Show,The Liberator,,"Bradley James, Martin Sensmeier, Jose Miguel Vasquez, Forrest Goodluck, Bryan Hibbard, Matt Mercurio, Harrison Stone, Billy Breed, Tatanka Means, Kiowa Gordon",United States,2020,Adult,,1,"Tv Action & Adventure, Tv Dramas",liberator action adventure dramas,high
Disney+,Movie,The Liberty Story,"Hamilton Luske, Robert Stevenson",Walt Disney,United States,1957,PG,48,,"Drama, Family, Historical",liberty story drama family historical stevenson,high
Hulu,TV Show,The Librarians,,,United States,2014,PG,,4,"Action, Adventure, Drama",librarians action adventure drama,medium
Amazon Prime,Movie,The Lie,Veena Sud,"Joey King, Peter Sarsgaard, Mireille Enos",United States,2020,Adult,95,,"Drama, Horror, Suspense",lie drama horror suspense sud,high
Netflix,TV Show,The Lies Within,,"Lee Min-Ki, Lee Yoo-Young, On Ju-Wan, Lee Jun-Hyeok, Yun Jong-Seok, Kim Jong-Soo, Seo Hyun-Woo, Song Young-Chang, Lee Jun-Hyuk",South Korea,2019,Teen,,1,"Crime Tv Shows, International Tv Shows, Korean Tv Shows",lies within crime korean,high
Netflix,Movie,The Life Ahead,Edoardo Ponti,"Sophia Loren, Ibrahima Gueye, Renato Carpentieri, Diego Iosif Pirvu, Massimiliano Rossi, Abril Zamora, Babak Karimi",Italy,2020,Teen,95,,"Dramas, International Movies",life ahead dramas ponti,high
Hulu,TV Show,The Life And Legend Of Wyatt Earp,,,,1955,PG,,6,"Action, Adventure, Drama",life legend wyatt earp action adventure drama,medium
Amazon Prime,Movie,The Life Aquatic with Steve Zissou,Wes Anderson,"Bill Murray, Owen Wilson, Cate Blanchett, Anjelica Huston, Willen Dafoe, Jeff Goldblum, Michael Gambon, Bud Cort",,2004,Adult,119,,"Action, Adventure, Comedy",life aquatic steve zissou action adventure comedy anderson,high
Netflix,Movie,The Life of David Gale,Alan Parker,"Kevin Spacey, Kate Winslet, Laura Linney, Gabriel Mann, Leon Rippy, Matt Craven, Rhona Mitra, Melissa Mccarthy, Jim Beaver, Chris Warner","Germany, Spain, United Kingdom, United States",2003,Adult,130,,Dramas,life david gale dramas parker,high
Netflix,Movie,The Lift Boy,Jonathan Augustin,"Moin Khan, Nyla Masood, Saagar Kale, Neha Bam, Aneesha Shah, Damian Alexander D'Souza, Kaustubh Narain, Shilpa Iyer, Nil Mani, Pallas Prajapati",India,2020,Adult,107,,"Dramas, Independent Movies, International Movies",lift boy dramas independent augustin,high
Netflix,Movie,The Light of My Eyes,,,,2010,Adult,96,,"Dramas, International Movies, Romantic Movies",light eyes dramas romantic,medium
Amazon Prime,Movie,The Lighthouse,Robert Eggers,"Willem Dafoe, Robert Pattinson, Valeriia Karaman","Brazil, Canada, United States",2019,Adult,109,,"Drama, Horror",lighthouse drama horror eggers,high
Netflix,Movie,The Lighthouse of the Orcas,Gerardo Olivares,"Maribel Verdú, Joaquín Furriel, Joaquín Rapalini","Argentina, Spain",2016,Adult,110,,"Dramas, International Movies, Romantic Movies",lighthouse orcas dramas romantic olivares,high
Hulu,Movie,The Limehouse Golem,,,United Kingdom,2017,Unrated,109,,"Crime, Mystery, Thriller",limehouse golem crime mystery thriller,medium
Amazon Prime,Movie,The Limey,Steven Soderbergh,"Terence Stamp, Peter Fonda, Lesley Ann Warren, Luis Guzman, Barry Newman",,1999,Adult,89,,"Action, Drama, Suspense",limey action drama suspense soderbergh,high
Netflix,Movie,The Lincoln Lawyer,Brad Furman,"Matthew Mcconaughey, Josh Lucas, Ryan Phillippe, John Leguizamo, Michael Peña, Bryan Cranston, Bob Gunton, William H. Macy, Marisa Tomei, Frances Fisher",United States,2011,Adult,118,,"Dramas, Thrillers",lincoln lawyer dramas thrillers furman,high
Amazon Prime,Movie,The Lincoln Lawyer (4K UHD,Brad Furman,"Matthew Mcconaughey, Marisa Tomei, Ryan Phillippe, Josh Lucas, John Leguizamo, Michael Peña, William H. Macy",,2011,Adult,118,,"Drama, Suspense",lincoln lawyer uhd drama suspense furman,high
Disney+,Movie,The Lion King,Jon Favreau,"Donald Glover, Seth Rogen, Chiwetel Ejiofor, Alfre Woodard, Billy Eichner, John Kani","South Africa, United Kingdom, United States",2019,PG,125,,"Action-Adventure, Coming Of Age, Drama",lion king action adventure coming age drama favreau,high
Disney+,Movie,The Lion King 1 1/2,Bradley Raymond,"Nathan Lane, Ernie Sabella, Julie Kavner, Jerry Stiller, Matthew Broderick, Robert Guillaume","Australia, United States",2004,General,80,,"Action-Adventure, Animation, Comedy",lion king action adventure animation comedy raymond,high
Disney+,Movie,The Lion King 2: Simba's Pride,Darrell Rooney,"Matthew Broderick, Neve Campbell, Andy Dick, Robert Guillaume, James Jones, Moira Kelly","Australia, United States",1998,General,84,,"Action-Adventure, Animation, Family",lion king simba pride action adventure animation family rooney,high
Amazon Prime,Movie,The Lion Of Judah,"Deryck Broom, Roger Hawkins","Ernest Borgnine, Michael Madsen, Scott Eastwood, Omar Benson Miller, Anupam Kher, Sandi Patty, Alphonso Mcauley, Bruce Marchiano",,2011,PG,88,,"Animation, Kids, Special Interest",lion judah animation kids special interest hawkins,high
Netflix,Movie,The Lion Woman,Vibeke Idsøe,"Rolf Lassgård, Kjersti Tveterås, Rolf Kristian Larsen, Ole Johan Skjelbred-Knutsen, Karen-Lise Mynster, Ida Ursin-Holm, Lisa Loven Kongsli, Connie Nielsen, Henrik Mestad, Kåre Conradi, Mathilde Thomine Storm","Germany, Norway",2016,Teen,118,,"Dramas, International Movies",lion woman dramas idsøe,high
Amazon Prime,TV Show,The Lion's Kingdom,,Barry Paine,,1995,Kids,,1,"Documentary, Special Interest",lion kingdom documentary special interest,high
Amazon Prime,Movie,The Lithium Conspiracy,Davide Marengo,"Guido Caprino, Carolina Crescentini, Maya Sansa, Philippe Leroy, Flora Martínez, Michele Venitucci, Franco Ravera, Gaetano Bruno, Nino Frassica, Francesco Pannofino",,2012,Teen,106,,"Drama, Suspense",lithium conspiracy drama suspense marengo,high
Hulu,TV Show,The Little Couple,,,United States,2009,PG,,2,"Documentaries, Reality",little couple documentaries reality,medium
